"nid","path","title","created","pictures","body","tags"
"1029","/nyhed/vih-indtager-trysil-i-uge-5","VIH indtager Trysil i uge 5","Mandag, 23. januar 2012 - 15:36","sites/vih.local/files/dest_104_pic_1396.jpg","Vi glæder os!Både elever og lærere. Om en uge flytter vi højskolen til Norge for at prøve kræfter med forskellige typer vintersport og aktiviteter. Vi skal stå alpin, på snowboard og langrend, og derudover lave aktiviteter som hundeslædekørsel og snescootersafari. Forholdene er perfekte i Trysil lige nu, så vi kan næsten ikke vente med at komme afsted!","skirejse, skitur"
"1033","/nyhed/et-stykke-af-skolens-historie-er-gaaet-bort","Et stykke af skolens historie er gået bort...","Søndag, 22. januar 2012 - 14:12","sites/vih.local/files/webform/henning_rasmussen.jpg","Lørdag den 21. januar 2012 døde Henning Rasmussen efter at være ramt af et hjertestop 3 dage forinden – kun 64 år gammel.Så sent som en uge før var han med til møde i Elevforeningens bestyrelse på Idrætshøjskolen og dagen inden han faldt om, var han aktiv med fødselsdagshilsen og forskellig anden mail-korrespondance i relation til skolens regnskab.Det var derfor et stort chok for os alle, da vi onsdag blev gjort bekendt med Hennings situation. Lørdag aften døde Henning – uden at være kommet til bevidsthed – omgivet af den nærmeste familie og venner.Da Henning som 23-årig kom til Den jyske Idrætsskole i 1970, var det uvidende om, at dette ville blive en stor del af hans liv – ja resten af livet. På vej væk fra skolen i ’71 blev han hyret til Elevforeningen og inden han så sig om, var han også formand for denne.I starten af ’80-erne blev han valgt ind i skolens bestyrelse – i øvrigt sidste gang der har været kampvalg til en af disse poster! Her sad han indtil 2003. Posten som formand for Elevforeningen var også givet videre, men han har siden virket som revisor for Elevforeningen, kritisk revisor for skolen og deltaget i alle Elevforeningens bestyrelsesmøder og sommerhus-weekends.Dertil har Henning deltaget i samtlige 41 Elevmøder/Gensynsweekends, der har været, siden han gik på skolen – dem alle med Henning som vigtig arbejdskraft til registrering, lave opslag, rydde op efter de unge mm. Også skolens årlige repræsentantskabsmøde deltog Henning altid i – samt tidligere også på skiture, til jule- og sommerafslutninger og øvrige arrangementer. Rigtig, rigtig mange kendte derfor Henning – og hans altid gode humør, store viden og hjælpsomhed.Mange får aldrig sagt tak før det er for sent. Heldigvis oplevede Henning det selv, da han blev hyldet for sin store indsats for skolen til 40-års jubilæet i september, ligesom han fik en flot afsked fra Fyns Håndbold Forbund i april, da han stoppede der efter 25 år – og fik endnu mere tid til sine mange interesser.Desværre blev den tid kort, men vi ved, at Birgit og Henning ikke har siddet med hænderne i skødet og ventet på at få tid efter pensionering. Talrige ture, håndboldkampe, sammenkomster mm. har altid været en del af hverdagen – der har næppe været plads til mere.Vi vil alle komme til at savne Henning rigtig meget, men vores tanker går først og fremmest til Birgit, som allermest vil mærke det store tomrum, Henning nu efterlader sig.Æret være Hennings minde.Carsten LangVejle IdrætshøjskoleFormand for bestyrelsenLæs ogsåTidligere forstanders, Ole Worms, mindordHennings egen beretning om sit virke på højskole skrevet kort før hans død",""
"1062","/nyhed/med-hatten-i-haanden","Med hatten i hånden","Søndag, 22. januar 2012 - 9:43","sites/vih.local/files/webform/henning_rasmussen.jpg","Der findes situationer, hvor vi bør stå med hatten i hånden. Her tænkes ikke royalt, men folkeligtDet er sorgmodigt at vide, at Henning Rasmussen ikke mere er iblandt os.Dette sker ved Hennings alt for tidlige død, nemlig i dyb respekt for det store og uegennyttige arbejde Henning har gjort for mange af os. Uden at skele til personlig vinding eller et ønske om prestige søgte Henning altid stilfærdigt, men stædigt og vedholdende løsninger, når der var brug for det.Henning er fortsat en fornem og stovt rollemodel i det foreningsarbejde, der havde hans store kærlighed. Han vil derfor altid stå som forbillede i et ubetaleligt idrætsliv.Selv havde jeg den store glæde at møde hans smittende optimisme. Ham har vi alle meget at takke for i vor fælles bestræbelse på at skabe noget for dansk ungdom. Uden hans virke havde Vejle Idrætshøjskole set anderledes ud i dag.Æret være hans minde.Ole WormTidligere forstanderVejle IdrætshøjskoleLæs ogsåBestyrelsesformandens, Carsten Lang, mindordHennings egen beretning om sit virke på højskole skrevet kort før hans død",""
"1031","/nyhed/foredrag-foraaret-2012","Foredrag foråret 2012","Søndag, 1. januar 2012 - 12:58","sites/vih.local/files/lectures/fordrag.jpg","Foredragskalenderen for foråret 2012 på Vejle Idrætshøjskole ligger nu klar. Der er nok at vælge imellem.Foredrag om sport og idrætSigne Troelsen og forstander, Ole Damgaard, starter med at give et rids over Vejle Idrætshøjskoles historie og placeringen i idrætslivet i Vejle. Du kan også få et bud på, hvordan dit barn kan blive verdensmester, hvordan det mentale hænger sammen med ens præstationer og hvordan penge og sport går hånd i hånd. Endelig kommer direktør for Team Danmark, Michael Andersen, og fortæller om forberedelserne ift. OL 2012 og de danske muligheder.Foredrag om samfundetNiels Højlunds datter, Gertrud Højlund, giver en indføring til Grundtvig og hvad vi kan bruge ham til i dag. Du kan høre om den glemte krig i Afghanistan, høre en udlægning af Løgstrups opfattelse af begrebet tillid og endelig kan du læne dig tilbage i lænestolens stille ro og et bud på, hvordan du finder din egen indre stjerne. Desuden glæder vi rigtig meget til, at Morten Albæk kommer og giver et bud på om det lykkelige findes.RejseforedragDu kan også komme hele verden rundt på et år, på tværs af indlandsisen på en måned eller Island rundt på en uge. Fælles for foredragene er at der vises flotte billeder, og at du kan få alle oplevelserne på halvanden time.MusikEt af Danmarks bedste a cappella kor, SONO, kommer og giver en overlegen opvisning i groovy a capella i originale arrangementer - og skolens musiklærere giver en uformel intimkoncert.Så skynd dig at sætte kryds i kalenderen og bestil billetter til de forskellige arrangementer. Du kan se under de enkelte arrangementer, hvordan du bestiller billetter.Du kan se hele foredragsrækken på vih.dk/foredrag.","pressemeddelelse, foredrag"
"1019","/nyhed/tips-til-forberedelsen-til-skituren","Tips til forberedelsen til skituren","Søndag, 25. december 2011 - 14:30","sites/vih.local/files/employees/troels_melsnipa.jpg","Vejle Idrætshøjskoles skilærer, Troels Østergaard Jacobsen, deler gavmildt ud af sine bedste råd til, hvordan du kan forberede dig til skituren på den bedste måde - og derved forebygge skader.Øvelserne er alle skirelevante, og vi forsøger at træne stående, så det ligner skiløb bedst muligt. Når du laver øvelserne, skal du lægge vægt på de gode skivaner under udførelsen: Se frem, op med brystet, hold hofterne centralt og hold fødderne parallelle. Du skal sørge for at arbejde i forskellige plan; bevæg dig både op og ned, sidevejs og frem og tilbage, så du er bedst muligt rustet til alle de forskellige situationer, du kan komme ud for.De følgende øvelser træner hofter, knæ og kropsstammen - og øvelserne træner både styrke og balance. Lav mindst øvelserne tre gange om ugen (gerne flere) og start helst mindst en måned før du tager på skitur. Hver gang du træner, skal du slå en rekord. Start fx den allerførste træning med 3 x 10 gentagelser. Næste træning skal du så i en øvelse slå din rekord. Du skal gerne være træt i musklerne, når du er færdig med træningen. Du kan se øvelserne på motionsplan.dk - hvor du også kan hente træningsprogrammet som en pdf.1) SquatKongeøvelsen inden for skitræning. Brug evt. ekstra vægt og udvid evt. øvelsen ved at gå op på tå el. squat med hop. Husk at holde ryggen ret, når du går ned, og ikke at overstrække knæet, når du går op (se almindelig squat eller squat med hop).2) SlalomhopStart hoppebevægelsen i fodleddene og lad bevægelsen forsætte op gennem kroppen. Hop til højre ved at sætte af på venstre ben og løfte højre samtidig. Du lander på højre ben og bøjer ned i knæet for at give efter, kom dybt ned hver gang. Bliv stående på højre ben i nogle sekunder. Hop så tilbage til venstre ben med afsæt med højre ben.Se slalomhop.3) Lunges med hopStå i skridtstilling med det ene ben foran det andet. Bøj ned i knæene, og sæt af, mens du skifter ben i luften, så det nu er det modsatte ben, der er forrest. Bøj ned i knæene, og sæt af, og skift igen. Udfør øvelsen roligt og kontrolleret. Øg evt. belastning ved at bruge håndvægte (se lunges med hop).4) BalancekrabbeStil dig i ”krabbestilling”. Løft nu højre ben og venstre arm op i luften og balancér på venstre ben og højre arm. Hold balancen i 5 sek. og skift arm/ben.Udvidet udgave: Udfør øvelsen med lukkede øjne og hold balance i 10 sek.Se balancekrabbe.5) Hoftebøjning med kludStå på alle fire og stræk kroppen. Læg vægten frem på armene og placér fødderne på gulvklud. Træk fødderne frem og lad derefter fødderne glide tilbage til udgangsposition. Hold kropsspændingen hele vejen til slutposition.Se hoftebøjningen.Vil du være en bedre skiløber?På Vejle Idrætshøjskole kan du til foråret vælge ski som idrætsfag. Hvis du vælger det fag, får du mange flere tips og tricks til, hvordan du kan blive en bedre skiløber. Vi ses i Vejle.","tips og tricks, ski, skitur"
"1008","/nyhed/ida-bjoerndalen-underviser-paa-haandbold","Ida Bjørndalen underviser på håndbold","Mandag, 19. december 2011 - 20:49","","Ida Bjørndalen, der til daglig spiller i KIF Vejen, vil i foråret hjælpe med undervisningen på håndbold på Vejle Idrætshøjskole. Ida er tidligere norsk landsholdsspiller og vandt i 2009 Champions League med Viborg HK. Ida Bjørndalen vil undervise seks gange i løbet af den første periode på håndbold.Velkommen til Ida.","håndbold"
"973","/nyhed/6-tips-til-undgaa-julefedt-paa-sidebenene","6 tips til at undgå julefedt på sidebenene","Mandag, 19. december 2011 - 12:07","","Næsten alle sundhedshjemmesider og blogs har deres egne tips, der skal hjælpe læserne med ikke at tage på julen over. Mange tips går ud på at faste eller træne før de store måltider, men dette leder ofte bare til et større indtag når buffeten kommer frem.Her er vores bedste, mest praktiske og brugbare tips til hvordan du undgår vægtøgning i den lumske, søde og hyggelige juletid.Tip 1 – Træn omkring juletræet trods fridageMan kan sagtens træne, selvom juletræet står midt i stuen. Naturen er der stadig, selvom det er lidt koldere end sædvanligt. Rocky kunne, så kan vi også. For de lidt mere bekvemme har træningscentrene rigtig gode åbningstider trods julen. Hvis du ikke har så meget tid, så træn kort og hårdt. Løb, interval træning, spinning, crossfit og styrketræning. Det er lettere at få trænet, hvis du planlægger træningen på forhånd og laver aftaler med andre om at træne.Tip 2 – Spis groft og fiberrigt sukkerMan kan naturligvis ikke få sukker med fibre i. Men det er der råd for. Sukker konkurrerer med anti-oxidanter om optagelse i cellerne og nedsætter funktionen af dit immunsystem. Store udsving i blodsukkeret er giftigt for cellerne, specielt hjernecellerne, så det mindste du kan gøre, er at sørge for at få en god omgang fiber sammen med sukkeret. Spis nogle nødder eller grøntsager med desserten.Tip 3 – Sov godtFor lidt søvn leder til overspisning og større trang til søde og fede madvarer. Det er derfor utrolig vigtigt at få sin søvn inden en stor julebuffet. Og hold de 7-8 timers god kvalitetssøvn trods diverse julearrangementer – også selvom du glæder dig som et lille barn til at åbne dine julegaver.Tip 4 – Vælg med omhu i buffetenSelvom man er mæt af en fødevare, fortsætter man med at spise, hvis man bliver introduceret til en ny fødevare. Dette er højest sandsynligt en evolutionær egenskab, der har sørget for at mennesket igennem sin udvikling, har fået en blanding af næringsstoffer fra forskellige fødevarer. Denne egenskab er dog ikke så gavnlig, når man står over for en kæmpe buffet, og hvor alle retterne konkurrerer om din opmærksomhed. Man vil jo gerne smage på det meste, så tag kun lidt af hver ting – og vælg det bedste.Tip 5 – Spis masser af kødProtein indfører en større mæthedsfornemmelse end fedt og kulhydrater og har svært ved at blive lagret som fedt. På denne måde vil en stor omgang kød til hovedretten, hjælpe med at mindske dit indtag af lækkerier til dessert. Og protein skulle også hjælpe med bedre at holde sig vågen, så man ikke gaber, når tante Oda fortæller de samme historier igen og igen efter hun har drukket det meste af snapsen.Tip 6 – Spis mad i stedet for flydende kalorierHvis du af en eller anden grund skulle blive sulten i julen, så lav noget fast føde. Så bliver man hurtigere mæt, og man har en længere mæthedsfornemmelse. Flydende kalorier, især i form af sukker, er en af de værste opfindelser nogensinde. Medmindre man selvfølgelig prøver at tage på. Lad derfor colaen, mælken og saftevandet stå på hylden, hvis du i virkeligheden er sulten. Det er en total no-brainer at flydende kalorier ikke mætter så meget som fast føde. Det at tygge sin mad starter fordøjelsesprocessen og hjælper med at sende mæthedssignaler. Fast føde fylder generelt også mere i maven, hvilket er en vigtig kvalitet for at opnå mæthed.Hvis du vil vide mere ...Husk at nyde den dejlige juletid. Hvis du har brug for flere tips til, hvordan man bedst sammensætter sin kost eller træner, så kan du tilmelde dig et højskolekursus på Vejle Idrætshøjskole eller tjekke et af vores sommerkurser ud.Denne artikel er skrevet af Casper Jespersen (PTCJ), som er tidligere elev fra Vejle Idrætshøjskole – og i dag er selvstændig, personlig træner med firmaet sundere.org.","tips og tricks, fitness, fitnessinstruktør, kost og ernæring"
"988","/nyhed/tips-til-traening-med-familien","Tips til træning med familien","Mandag, 19. december 2011 - 12:05","sites/vih.local/files/shortcourses/2generationer4.jpg","Dette er en tid i familiens tegn. Der er masser af hygge og masser af mad og masser af tid. Hvorfor ikke bruge noget af tiden på lidt motion hele familien sammen. Her har vi et par forslag til nogle sjove motionsformer, som kan foregå indenfor.1) Kæmp mod hinandenArrangér nogle kamplege mod hinanden. Du kan finde masser af forskellige øvelser rundt omkring på nettet. Søg fx efter pandekagevending, fød en bjørn, væltepeter, julegaven pakkes ud eller forskellige andre balancelege. Prøv også brydelege - og kæmp om hvem der længst tid kan blive inde på tæppet. Husk at passe på hinanden.
  Video of IjgZe1Kvf4Q


  Video of gwGFuoAFfqs

2) Hvem kan længst?Hvem kan stå længst tid på et ben? Hvem kan med lukkede øjne? Find selv på flere sjove konkurrencer!3) Hvem kan hurtigst?Barnet springer op på den voksne, som agerer som hest. Hvem kommer først? Hvem kan hurtigst skifte ti gange mellem at ligge på maven og være oppe at stå? Find selv på flere.4) Hvem er mest præcis?Den voksne er hest, mens barnet sidder på ryggen, og så laver vi ringridning. Hvem rammer flest ringe? Lidt væk stilles en spand, som man skal ramme med pebernødder. Alle har fem forsøg. Hvis man rammer ved siden af skal man løbe det antal gange rundt om juletræet. Bagefter løber man et andet sted hen i huset og gentager øvelsen. Hvem når først at ramme alle pebernødderne i alle spandende? Find selv på flere.5) Nu er det jul igenLøb rundt i hele huset med hinanden og syng sangen: ""Nu er det jul igen.."" så højt, at I er helt sikre på naboerne også kan høre jer.Vil du have endnu mere inspiration?Vil I lave noget rigtig fedt med familien til sommer, så skal I overveje kurset 2 generationer, som foregår på Vejle Idrætshøjskole. Familiehøjskole hvor I får lov til at dyrke en masse idræt sammen, få en masse venner og i det hele taget bare nyde en sommeruge med masser af fællesskab.","tips og tricks, familiehøjskole, familiekursus, familiemotion"
"990","/nyhed/kajak-ogsaa-om-vinteren","Kajak - også om vinteren","Lørdag, 17. december 2011 - 12:27","sites/vih.local/files/field/image/attachment_1.jpg","Vinteren kan byde på nogle af de mest fantastiske oplevelser i havkajak. Her giver højskolens havkajaklærer, Thea Storm Henriksen, sine bedste råd til, hvordan man ikke fryser ihjel, når man går på vandet.1) Rigtigt tøj er et mustInvester i en tørdragt eller våddragt, kajakhandsker, uldsokker og hue, har du den rettet beklædning fryser du ikke, og du kan få mange fine kajakture selv i frost og snevejr.2) Fantastiske naturoplevelserVintermånederne byder på mange flotte naturoplevelser med ex farverige solopgange og islag på vandet som er fortryllende smukt at opleve fra kajakken.3) Medbring noget varmt at drikkeMedbring kaffe, kakao eller te på termokande, så kan du altid få lidt varme når du kommer på land.4) Hold dig tæt til breddenRo kystnært eller tæt på bredden, skulle uheldet være ude, er der ikke langt til land. Nedkøling sker utrolig hurtigt i koldt vejr og blæst. Ha derfor ekstra tøj pakket vandtæt på længere ture.5) Tjek den lokale vejrudsigtTjek vejrudsigten, og tag kun ud på tur i vejr og vindforhold, som du er sikker på, at du kan klare.Vil du vide mere?Thea Storm Henriksen er uddannet havkajakinstruktør 2 og kanoaktivitetesleder. Har selv roet en hel masse på fladt vand, i bølger, på havet, i å og en hel del fosskano - og flere års undervisningserfaring.Hvis du vil have endnu flere råd til havkajak, så afholder Vejle Idrætshøjskole en række korte havkajakkurser. Tjek hvornår de næste korte kurser i havkajak ligger. Vi har også havkajak på de lange højskolekurser, enten alene som havkajak eller som en del af vandsport.","tips og tricks, havkajak, kajak"
"985","/nyhed/klar-til-golfsaesonen","Klar til golfsæsonen?","Fredag, 16. december 2011 - 0:09","sites/vih.local/files/profile_pictures/jesper-1.jpg","Vejle Idrætshøjskoles golfekspert, Jesper Dupont, deler her rundhåndet ud af sine bedste råd som forberedelse til golfsæsonen. Han anbefaler at du gennemtænker følgende, inden du for alvor tager hul på den nye sæson.Tanke 1 - Har du valgt den rigtige målsætning?Kender du udtrykket? "" I dag skal det være"". ""I dag går jeg ned i hcp"" eller ""I dag skal jeg have over 30 point"". Det det vi kalder resultatmål og de er meget svære at have kontrol over.Prøv i stedet at fokusere på nogle af de processer som DU har kontrol over. F.eks. ""I dag vil jeg spille afslappet og nyde runden"" eller ""I dag vil jeg fokusere på min preshot rutine"" eller ""I dag vil jeg undgå at evaluere mine slag som enten gode eller dårlige"".Hvis du tør at følge disse forslag, så kan det være...Tanke 2 - Varmer du op?Er du klar til at spille efter at have slået en halv spand bolde på 1 minut?Hvis du ikke har meget tid før en runde, så kunne du med fordel fokusere din korte tid på blot at lave en fysisk opvarmning. Det der oftest kommer til at ske, når du lige hurtigt skal slå nogle bolde, inden runden, er, at slagene sjældent bliver ret gode. Derfor kan du risikere at starte runden med meget dårlige svingtanker.Fokuser i stedet på den formelle fysiske opvarmning, dvs. uden at slå bolde.Tanke 3 - Hvordan bliver jeg stærkere mentalt?En vigtig del af golfspillet er det der foregår mellem ørene. Men hvor meget træner du egentlig den mentale del. Ja, nok alt for lidt.Men der findes rigtig mange gode guidede instruktions-cd’er. Det generelle formål for de fleste cd’er er, at du bliver bedre til at have kontrol over dit tankemønster. Måske har du også prøvet og stå på 18. green og blive nervøs over et 1-meter putt, enten for at vinde, gå ned i hcp eller slå sin spilmakker. Udfordringen er at vi oftest begynder at tænke på alt muligt ikke relevant, ting som måske kan være distraherende for ens puttebevægelse. Måske har du også prøvet at stå foran et slag, hvor du skulle over noget vand. Din første tanke kunne sandsynligvis være: ”Sidst jeg lå her røg bolden i vandet – det gør den sikkert igen”. Det er ikke den mest optimale svingtanke. Men det kan instrutions-cd’erne hjælpe dig med. Skal du være helt klar til golfsæsonen?Vejle Idrætshøjskole har en lang række golfkurser i løbet af sæsonen, hvor nogle ligger allerede tidligt i forløbet. Der får du endnu flere råd til, hvordan du forbedrer dit golfspil.","tips og tricks, golf"
"984","/nyhed/3-tips-til-vintertraeningen-i-golf","3 tips til vintertræningen i golf","Fredag, 16. december 2011 - 0:02","sites/vih.local/files/shortcourses/img_7412.jpg","Vinteren er jo ikke den bedste sæson for os golfspillere, men du behøver ikke at glemme golfspillet helt, når kulden rammer landet og snefnuggene kommer dalende. Vejle Idrætshøjskoles golfekspert, Jesper Dupont, giver her tre råd til, hvordan du kan træne lidt golf om vinteren også.
  Video of j7qYBa2Q--I

Øvelse 1 - Hold puttingen ved ligeHvorfor vente helt til april med at træne putting. Tag putteren med hjem og træn på tæppet. Sigt efter en kop eller lignende. Man kan også købe specielle puttemåtter. Putting er vel nok det slag hvor vi har størst muligt potentiale for at blive lige så gode som alle de bedste – det kræver nemlig ingen fysiske egenskaber.Øvelse 2 - Hurtigere vej til et nyt gribHvor tit har du ikke prøvet, at pro'en retter dit grib? Og hvor tit er det ikke at vi pludselig ikke kan ramme bolden, blot fordi gribbet føles så mærkeligt. Tag en kølle med hjem. Når du så har en ledig stund, så grib køllen og vend dig til dit nye grib, ved igen og igen at holde jernet på den måde som pro’en mener er bedst for din udvikling. Når du så kommer ud i klubben og gerne vil slå bolde, føles gribbet ikke så mærkeligt længere.Hvis du generelt er i tvivl om hvordan du bør holde på jernet, så kan man i de fleste golfbutikker købe et specieljern, hvor gribbet er formet således at man holder korrekt på jernet.Øvelse 3 - tjek tilbagesvinget i spejletMåske er du en af dem som har fået at vide, at du bevæger dig alt for meget i tilbagesvinget. Men det kan jo være svært at se, hvis ikke pro'en stå ved siden af dig. Stil dig foran dit store spejl (ellers er det ud og købe et…). Nu vil du tydeligt kunne se hvordan hofterne eller hovedet bevæger sig til siden.Vi vil jo helst have at hofterne bevæger sig rundt. Sæt evt. et stykke tape på spejlet; ét ved siden af hovedet og ét ved siden af den hofte. Forsøg nu at svinge tilbage, uden at komme for langt over tapen på spejlet. Flere råd og vejledningDu kan få mange flere gode råd på et golfkursus på Vejle Idrætshøjskole. Golfhøjskole i Vejle er intensiv golfundervisning kombineret med god gedigen højskole. Det vil du ikke gå glip af!","tips og tricks, golf"
"978","/nyhed/fem-klasseraad-fra-mr-mystik","Fem klasseråd fra Mr. Mystik","Onsdag, 14. december 2011 - 12:00","","De nyudklækkede fitnessinstruktører på Vejle Idrætshøjskole har en julegave til dig. Her har du de bedste træningsråd fra Axel. Klik hvis du vil se farverige strømper.1) Træn som en revisorSæt din træning i system - og hold træningsplanen. Også på de dage, hvor det ser surt ud - hvor lokummet brænder og det blæser en halv pelikan udenfor.2) Symmetri er mest tiltrækkendeBekæmp stikkelsbærben, bagerarme og krumryg ved at træne kroppen symmetrisk. Hvis du skubber, skal du også trække. Hvis du træner biceps, skal du også træne baglår. Symmetri - ka' vi li'.3) Variation glatter udSørg for at variere din træning, for at fastholde din fremgang. Samtidig sørger variation for, at du lettere kommer igennem hele kroppen - og du får større udbytte og mere glæde ved din træning. Stort set det samme som at købe farverige sokker.4) Skift den lyserøde vægt udSpørg din mor, hvad hun tror du kan løfte. Gang det med hundrede. Så tunge laves lyserøde vægte ikke. Du bliver ikke et muskelbundt med mindre du spiser mænd eller anabole steroider. Du bliver veltrimmet. Spørg enhver havenisse om det.Hvis du vil vide mere?Hvis du vil vide endnu mere om baggrunden for alle rådene, kan du få meget mere at vide på Vejle Idrætshøjskole i fitnessinstruktør.","tips og tricks, fitnessinstruktør"
"977","/nyhed/bliv-mr-bombastick","Bliv Mr. Bombastick","Onsdag, 14. december 2011 - 11:56","","De nyudklækkede fitnessinstruktører på Vejle Idrætshøjskole har en julegave til dig. De har i grupper formuleret deres bedste træningsråd. Her er rådene fra Frederik, Casper, Thomas og Poul.1) Mandligt kønshormon får dig til at vokseDesto mere testesteron du har i kroppen, desto mere sandsynlighed er der for, at du vokser. Start med de store øvelser, der aktiverer meget muskelmasse for at få mest muligt testesteron til at flyve rundt i kroppen. Bliv gal på vægtene og hør noget hård rock for at være mest muligt klar.2) Bøf giver bicepsSpis rigeligt med kød, så din træning for den størst mulige effekt. Spis i det hele taget varieret og rigeligt, så din træning virker bedst muligt.3) Straf dig selv - det betaler sigTræning er ikke for tøsedrenge. Træn så hårdt du kan hver gang, og sørg for at holde tilstrækkeligt med pause inden næste træningspas. God fornøjelse.4) Charme, selvtillid og lækker kropDet allervigtigste er, at man har charme og selvtillid. Så kommer kroppen også til at se lækker ud.5) 5 min daglig i planken fjerner tankenPlanken er en rigtig god maveøvelse. Suppleret med god træning og en fornuftig diæt, er der ikke langt til at øltanken forsvinder.Hvis du vil vide mere?Hvis du vil vide endnu mere om baggrunden for alle rådene, kan du få meget mere at vide på Vejle Idrætshøjskole i fitnessinstruktør.","fitnessinstruktør, tips og tricks"
"976","/nyhed/5-traeningsraad","5 træningsråd","Onsdag, 14. december 2011 - 11:53","","De nyudklækkede fitnessinstruktører på Vejle Idrætshøjskole har en julegave til dig. De har i grupper formuleret deres bedste træningsråd. Her er Jens, Mathias og Kaisas bedste råd.1) Du er for slap til at træne aleneDet er meget motiverende at have en makker, og i mange øvelser kan det også være en fordel, at der er en at konkurrere mod og en til at hjælpe.2) Du husker dårligt - og pynter på sandhedenSkriv ned hvad du træner. Du kan ikke huske det, og det er sandsynligt at du pynter på sandheden.3) Du er for fed …Gå en tur. De nyeste anbefalinger fra sundhedsstyrelsen siger at du skal motionere mindst en halv time om dagen - og 10 minutter så hårdt at du ikke kan snakke med din makker.4) Lav ølmaven om til en six packLav hård fysisk træning i 20 minutter om dagen - og lav planken hver dag. Sammen med fornuftig kost kan du få ølmaven til at se ud som en ølkasse i stedet.5) Lav armstrækninger og undgå at brysterne hængerStram op i muskulaturen under brysterne og undgå at de kommer til at hænge. Det gælder både kvinder og mænd.Hvis du vil vide mere!Hvis du vil vide endnu mere om baggrunden for alle rådene, kan du få meget mere at vide på Vejle Idrætshøjskole i fitnessinstruktør. ","fitnessinstruktør, tips og tricks"
"975","/nyhed/hot-megan-fox-5-gode-raad","Hot as Megan Fox - 5 gode råd","Onsdag, 14. december 2011 - 11:49","","De nyudklækkede fitnessinstruktører på Vejle Idrætshøjskole har en julegave til dig. De har i grupper formuleret deres bedste træningsråd. Her er Janne, Karoline og Anna Sofies bedste råd.1) Få fyrene til at vende sig om efter din faste numse - lav squatHvis du gerne vil have alle fyrene til at vende sig om for at kigge på din faste numse, skal du lave squat. Squat træner balder og lår, og er derfor en perfekt øvelse til en fast numse. Fordi squat er en flerledsøvelse, får du endda ekstra bonustræning for andre dele af kroppen.2) Flad mave inden jul - lav plankenHvis du gerne vil styrke din mave og stramme musklerne lidt op, kan du lave planken, som både træner de lige mavemuskler og de skrå mavemuskler inden under. Hvis du supplerer med noget hård træning, kan det endda være at lidt af fedtet skrælles af. 3) Vil du af med vinkefedtet - lav armstrækningerHvis du er træt af at fedtet på bagsiden af overarmen flaprer, når du vinker, kan du stramme din overarm op med at lave armstrækninger. Armstrækninger træner både bryst og triceps, og er derfor en god øvelse. Hvis du ikke kan tage en almindelig armstrækning, så start med at øv hvor du placerer hænderne i sofaen og fødderne på gulvet.4) Slip for hængebryster - træn bænkpresBænkpres kan være med til at få brysterne til at se mere faste ud, fordi du træner brystmusklen bagved brysterne.5) Forkæl kæresten - lav knibeøvelserKnibeøvelser træner underlivet, så du slipper for at vække kæresten, når du har tisset i sengen om natten. Samtidig kan du løfte mere i mange styrketræningsøvelser, fordi du kan gøre dit muskelkorset endnu stærkere ved en god muskelbund.Vil du vide mere?Hvis du vil vide endnu mere om baggrunden for alle rådene, kan du få meget mere at vide på Vejle Idrætshøjskole i fitnessinstruktør.","tips og tricks, fitnessinstruktør"
"974","/nyhed/traening-baester","Træning for bæster","Onsdag, 14. december 2011 - 11:44","","De nyudklækkede fitnessinstruktører på Vejle Idrætshøjskole har en julegave til dig. De har i grupper formuleret deres bedste træningsråd. Her er Anders, Christian og Tanias bedste råd.1) The hotter you are, the better you trainSørg for en god opvarmning i omkring 10 minutter med 50-60% af din maksimale puls. Start generelt med kredsløbs træning og bliv mere specifik. Tag altid et let opvarmningssæt med en let vægt, når du træner.2) Get your shit togetherTræningen bliver meget mere effektiv, hvis du laver et godt, fornuftigt program, hvor der er en fornuftig variation og progression. Tilfældig træning kommer man ikke langt med.3) Take it to the MAX!Hvis du ikke kan føle det, hjælper det ikke. Lås døren til træningslokalet,og gå først ud, når du næsten ikke kan dreje håndtaget, fordi du er så træt.4) Aktiver dit indre bæstSæt noget hård rock på anlægget og straf vægtene. Du får 30% mere ud af træningen, hvis du træner hårdt - og adrenalin i kroppen gør digstærkere. Så læg balletskørtet og drop de flagrende hænder og træn igennem.5) Slap af - det giver musklerGiv din krop tid til at restituere. Efter hård træning tager det musklen omkring 48 timer, inden du kan træne igen. Ved overtræning degenererer musklen i stedet.6) Find en homieFind en du kan træne sammen med. Det er supermotiverende, og det er meget lettere at komme afsted - også de dage, hvor selv skoene og tøjet bare er vildt tungt. Det er en fordel, hvis I er på samme niveau.Vil du vide mere? Hvis du vil vide endnu mere om baggrunden for alle rådene, kan du få meget mere at vide på Vejle Idrætshøjskole i fitnessinstruktør.","tips og tricks, fitnessinstruktør"
